FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
1 de noviembre de 2023,,JSD,TRASLADO DE BILLETERA JSD,Ingresos por Proyecto,JSD,,,,,,,,,$ 559.0,
1 de noviembre de 2023,,JSD,TRASLADO DE JUAN CARLOS - SOULT,Ingresos por Proyecto,JSD,,," $ 2,318.0 ",,,,,,,
1 de noviembre de 2023,,JSD Y VCAPITAL,RETIRO HOTMART,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 16,342.0 "," $ 16,342.0 ",,,,
1 de noviembre de 2023,,JSD Y VCAPITAL,INGRESOS PROYECTO,Ingresos por Proyecto,JSD Y VCAPITAL,,,,,,,,," $ 17,694.0 ",
1 de noviembre de 2023,,JSD Y VCAPITAL,INGRESOS PROYECTO,Ingresos por Proyecto,JSD Y VCAPITAL,,,,,,,,," $ 2,750.0 ",
1 de noviembre de 2023,,JSD Y VCAPITAL,PARTE JERWIN DE JOSHUA Y MAURICIO,REPARTICION UTILIDADES SOCIOS,FRAN,,,,,,,,,-$ 79.0,
1 de noviembre de 2023,,VCAPITAL,"UTILIDADES VCAPITAL (F, S Y JC)",CORTE UTILIDADES,Vcapital,,,,"-$ 2,700,000.0 ",,,,,,
1 de noviembre de 2023,,VCAPITAL,PAGO DE COMISIONES VCAPITAL,Gastos de la Agencia,PAGOS PENDIENTES,,,,"-$ 1,045,000.0 ",,,,,,
1 de noviembre de 2023,,VCAPITAL,PLATA VCAPITAL,Ingresos por Proyecto,JSD Y VCAPITAL,,,," $ 5,349,000.0 ",,,,,,
1 de noviembre de 2023,,VCAPITAL,TRASLADO VCAPITAL,Ingresos por Proyecto,JSD Y VCAPITAL,,,,,,,,," $ 1,129.0 ",
1 de diciembre de 2023,,AGENCIA X,ZOOM,Sotware y suscripciones,ZOOM,,,-$ 50.0,,,,,,,
1 de diciembre de 2023,,BALAYAGE,INGRESOS BANCOLOMBIA,Ingresos por Proyecto,JSD Y VCAPITAL,,,,"-$ 1,768,000.0 ",,,,,,
1 de diciembre de 2023,,JSD,RETIRO HOTMART,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 3,526.0 "," $ 3,526.0 ",,,,
1 de diciembre de 2023,,VCAPITAL,PARTE EQUIPO RENOVACIONES VCAPITAL,REPARTICION UTILIDADES SOCIOS,FRAN,,,,"-$ 750,000.0 ",,,,,,
1 de diciembre de 2023,,VCAPITAL,PARTE JOSHUA RENOVACIONES VCAPITAL,REPARTICION UTILIDADES SOCIOS,FRAN,,,,"-$ 693,000.0 ",,,,,,
4 de diciembre de 2023,,AGENCIA X,TRASLADOS ENTRE CUENTAS,TRASLADOS,TRASLADOS,,,"-$ 7,752.0 ",,," $ 7,752.0 ",,,,
7 de diciembre de 2023,,AGENCIA X,TRASLADOS ENTRE CUENTAS,TRASLADOS,TRASLADOS,,,,,,"-$ 16,216.0 ",,," $ 16,022.0 ",
13 de diciembre de 2023,,BALAYAGE,PAGO DE COMISIONES BALAYAGE,Gastos de la Agencia,PAGOS PENDIENTES,,,,,,,,,-$ 66.0,
20 de diciembre de 2023,,JSD,RETIRO HOTMART,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 7,137.0 "," $ 7,137.0 ",,,,
21 de diciembre de 2023,,FRANK SERAPION,INGRESOS,Ingresos por Proyecto,JSD Y VCAPITAL,,,,,"-$ 3,083.0 "," $ 3,083.0 ",,,,
26 de diciembre de 2023,,FRANK SERAPION,PARTE JERWIN DE 3083 USD FS,REPARTICION UTILIDADES SOCIOS,FRAN,,,,,,,,,-$ 500.0,
26 de diciembre de 2023,,GERSSON L1,TRATO DANIEL CANIZO - GERSSON,Gastos de la Agencia,Trato Daniel Canizo,,,,,,,,,-$ 506.0,
1 de enero de 2024,,AGENCIA X,ZOOM,Sotware y suscripciones,ZOOM,,,-$ 50.0,,,,,,,
6 de enero de 2024,,FRANK SERAPION,Pago a Jorge Varela,Gastos de la Agencia,Nómina,,,,,,,,,-$ 183.0,
10 de enero de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 11.6,,,,
10 de enero de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 21.0,,,,
13 de enero de 2024,,GERSSON L1,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 3.4,,,,
13 de enero de 2024,,GERSSON L1,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 18.4,,,,
13 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 20.0,,,,
14 de enero de 2024,,NATASHA,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 10.0,,,,
14 de enero de 2024,,AGENCIA X,CHATGPT,Sotware y suscripciones,CHATGPT,,,,,,-$ 20.0,,,,
14 de enero de 2024,,GERSSON L1,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 25.0,,,,
14 de enero de 2024,,GERSSON L1,PAGO DANIEL COPY,Gastos de la Agencia,Nómina,,,,,,,,,-$ 705.0,
14 de enero de 2024,,NATASHA,PAGO TIFF EBOOK,Gastos de la Agencia,Nómina,,,,,,,,,-$ 65.0,
15 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 9.4,,,,
15 de enero de 2024,,GERSSON L1,LEADTRACKER,Sotware y suscripciones,LEADTRACKER,,,,,,-$ 55.3,,,,
16 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 9.0,,,,
17 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 8.7,,,,
18 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 25.2,,,,
18 de enero de 2024,,GERSSON L1,PAGO VIDEO MAKER,Gastos de la Agencia,Nómina,,,,,,,,,-$ 134.0,
18 de enero de 2024,,GERSSON L1,PAGO VIDEO MAKER,Gastos de la Agencia,Nómina,,,,,,,,,-$ 267.0,
19 de enero de 2024,,GERSSON L1,LEADTRACKER,Sotware y suscripciones,LEADTRACKER,,,,,,-$ 38.2,,,,
19 de enero de 2024,,GERSSON L1,LEADTRACKER,Sotware y suscripciones,LEADTRACKER,,,,,,-$ 129.3,,,,
20 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 24.2,,,,
20 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 31.0,,,,
22 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 21.3,,,,
22 de enero de 2024,,FRANK SERAPION,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital,"-$ 5,621.0 ",,,,,,,,,
22 de enero de 2024,,FONDO LIBRE,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital," $ 5,621.0 ",,,,,,,,,
22 de enero de 2024,,FRANK SERAPION,INGRESOS JERWIN PERU,Ingresos por Proyecto,JSD Y VCAPITAL,,,,,,,,$ 844.0,,
26 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 11.6,,,,
26 de enero de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 11.6,,,,
28 de enero de 2024,,GERSSON L1,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 12.6,,,,
28 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 15.5,,,,
28 de enero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 15.5,,,,
28 de enero de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 21.0,,,,
28 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,,-$ 250.0,,,
28 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,,-$ 252.8,,,
28 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,,-$ 250.0,,,
29 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 358.8,,,,
29 de enero de 2024,,AGENCIA X,CURSO JOSE LANDA,Gastos de la Agencia,CURSOS,,,,,,,,-$ 600.0,,
30 de enero de 2024,,GERSSON L1,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 24.2,,,,
30 de enero de 2024,,GERSSON L1,DEVZAPP,Sotware y suscripciones,DEVZAPP,,,,,,-$ 30.8,,,,
30 de enero de 2024,,NATASHA,DEVZAPP,Sotware y suscripciones,DEVZAPP,,,,,,-$ 30.8,,,,
30 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,,-$ 135.0,,,
31 de enero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 166.1,,,,
1 de febrero de 2024,,AGENCIA X,COSTO ANUAL PAYONEER,Gastos de la Agencia,Comisiones y costos bancarios,,,,,,-$ 30.0,,,,
1 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
3 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
5 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
6 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
8 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
9 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
10 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 248.0,,,,
10 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 249.0,,,,
10 de febrero de 2024,,JSD,SALDO INICIAL,Ingresos por Proyecto,JSD,,,,,$ 721.0,,,,,
10 de febrero de 2024,,FONDO LIBRE,PARTE JOSHUA,REPARTICION UTILIDADES SOCIOS,JOSHUA,,,,,,,,,"-$ 5,000.0 ",
11 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 247.0,,,,
12 de febrero de 2024,,AGENCIA X,DEUDA HERNAN JSD,Gastos de la Agencia,PAGOS PENDIENTES,,,,,,,,,-$ 315.0,
12 de febrero de 2024,,AGENCIA X,TOKECHAT,Software y suscripciones,TOKECHAT,,,-$ 63.0,,,,,,,
12 de febrero de 2024,,FRANK SERAPION,ISABELLA CUENTAS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 26.2,
12 de febrero de 2024,,GERSSON L1,VALENTINA CAPACITACION CIERRES,GASTOS DE LA AGENCIA,CAPACITACIONES,,,,,,,,,-$ 26.2,
12 de febrero de 2024,,GERSSON L1,ANGELICA ENVIOS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 167.5,
12 de febrero de 2024,,GERSSON L1,JORGE DISEÑADOR,Gastos de la Agencia,Nómina,,,,,,,,,-$ 180.0,
12 de febrero de 2024,,NATASHA,ANGELICA ENVIOS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 167.5,
12 de febrero de 2024,,NATASHA,JORGE DISEÑADOR,Gastos de la Agencia,Nómina,,,,,,,,,-$ 180.0,
13 de febrero de 2024,,GERSSON L1,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 230.0,,,,
14 de febrero de 2024,,AGENCIA X,CHATGPT,Sotware y suscripciones,CHATGPT,,,,,,-$ 20.0,,,,
14 de febrero de 2024,,GERSSON L1,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 99.0,,,,
15 de febrero de 2024,,GERSSON L1,LEADTRACKER,Sotware y suscripciones,LEADTRACKER,,,,,,-$ 178.2,,,,
16 de febrero de 2024,,GERSSON L1,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 252.4,,,,
19 de febrero de 2024,,FRANK SERAPION,FRANK SERAPION,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,,," $ 2,404.0 ",,,,
19 de febrero de 2024,,GERSSON L1,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 3.4,,,,
23 de febrero de 2024,,NATASHA,COPY AUXILIAR,Gastos de la Agencia,Nómina,,,,,,-$ 150.0,,,,
2 de marzo de 2024,,AGENCIA X,CURSO JEAN PIERRE,Gastos de la Agencia,CURSOS,,,,,,,,,-$ 300.0,
3 de marzo de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 21.0,,,,
5 de marzo de 2024,,NATASHA,VENTAS,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,," $ 5,527.0 ",,,,,
5 de marzo de 2024,,GERSSON L1,VENTAS,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,," $ 22,861.0 ",,," $ 1,235.0 ",,
5 de marzo de 2024,,GERSSON L1,PAGO DEUDA HERRAMIENTAS,Gastos de la Agencia,PAGOS PENDIENTES,,,,,,,,," $ 1,008.0 ",
6 de marzo de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 11.5,,,,
8 de marzo de 2024,,GERSSON L1,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital,"-$ 16,058.0 ",,,,,,,,,
8 de marzo de 2024,,FONDO LIBRE,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital," $ 16,058.0 ",,,,,,,,,
8 de marzo de 2024,,GERSSON L1,PAGO GERSSON COMISIONES,Gastos de la Agencia,PAGOS PENDIENTES,,,,,,,,,$ 882.0,
8 de marzo de 2024,,GERSSON L1,PAGO COMISIONES,Gastos de la Agencia,PAGOS PENDIENTES,,,,,,,,-$ 220.0,"-$ 1,567.0 ",
11 de marzo de 2024,,NATASHA,COPY AUXILIAR,Gastos de la Agencia,Nómina,,,,,,-$ 150.0,,,,
11 de marzo de 2024,,GERSSON L1,PAGO % DANIEL MARTINEZ,Gastos de la Agencia,Nómina,,,,,,-$ 963.0,,,,
11 de marzo de 2024,,NATASHA,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital,"-$ 4,668.0 ",,,,,,,,,
11 de marzo de 2024,,FONDO LIBRE,CORTE UTILIDADES,CORTE UTILIDADES,Vcapital," $ 4,668.0 ",,,,,,,,,
11 de marzo de 2024,,NATASHA,ANGELICA ENVIOS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 105.0,
13 de marzo de 2024,,GERSSON L1,PAGO % DANIEL CANIZO,GASTOS DE LA AGENCIA,CAPACITACIONES,,,,,,-$ 750.0,,,,
13 de marzo de 2024,,FONDO LIBRE,PARTE FRANCISCO,REPARTICION UTILIDADES SOCIOS,JOSHUA,,,,,,,,,"-$ 5,319.0 ",
13 de marzo de 2024,,FONDO LIBRE,PARTE JERWIN,REPARTICION UTILIDADES SOCIOS,JOSHUA,,,,,,,,"-$ 1,259.0 ","-$ 3,059.0 ",
13 de marzo de 2024,,FONDO LIBRE,PARTE JUAN CARLOS,REPARTICION UTILIDADES SOCIOS,JOSHUA,,,,,,,,,"-$ 5,319.0 ",
13 de marzo de 2024,,FONDO LIBRE,PARTE GANANCIAS SANTIAGO,REPARTICION UTILIDADES SOCIOS,JOSHUA,,,,,,,,,"-$ 5,319.0 ",
18 de marzo de 2024,,AGENCIA X,ADVERONIX,Sotware y suscripciones,ADVERONIX,,,,,,-$ 27.3,,,,
21 de marzo de 2024,,HOTMART,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 27,167.0 "," $ 27,167.2 ",,,,
27 de marzo de 2024,,AGENCIA X,GASTOS AGENCIA,Gastos de la Agencia,CONSTITUCIÓN EMPRESA,,,,,,-$ 31.5,,,,
28 de marzo de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 15.4,,,,
28 de marzo de 2024,,GERSSON L2,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 21.4,,,,
28 de marzo de 2024,,GERSSON L2,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 25.0,,,,
31 de marzo de 2024,,AGENCIA X,MICROFONO,Gastos de la Agencia,CONSTITUCIÓN EMPRESA,,,,,,-$ 21.0,,,,
5 de abril de 2024,,GERSSON L2,STAPE,Sotware y suscripciones,STAPE,,,,,,-$ 20.0,,,,
5 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 57.7,,,,
6 de abril de 2024,,GERSSON L2,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 12.0,,,,
6 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 12.6,,,,
6 de abril de 2024,,GERSSON L2,LORENA VIDEOS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 211.0,
7 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 31.2,,,,
7 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 31.2,,,,
8 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 25.0,,,,
10 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 15.3,,,,
10 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
11 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 500.0,,,,
12 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 21.0,,,,
12 de abril de 2024,,AGENCIA X,GASTO FRAN HOTMART FIRE,Gastos de la Agencia,CONSTITUCIÓN EMPRESA,,,,,,-$ 215.9,,,,
13 de abril de 2024,,AGENCIA X,CURSO RECURSOS CAPCUT,Gastos de la Agencia,CURSOS,,,,,,-$ 12.0,,,,
13 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,500.0 ",,,,
14 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 20.0,,,,
14 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,000.0 ",,,,
15 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
15 de abril de 2024,,GERSSON L2,LORENA VIDEOS,Gastos de la Agencia,Nómina,,,,,,,,,-$ 102.2,
16 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 17.0,,,,
16 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
17 de abril de 2024,,HOTMART,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 1,942.0 "," $ 1,942.0 ",,,,
17 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,000.0 ",,,,
18 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
19 de abril de 2024,,GERSSON L2,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 8.0,,,,
19 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 18.0,,,,
19 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,000.0 ",,,,
20 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
21 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
22 de abril de 2024,,GERSSON L2,MAILERLITE,Sotware y suscripciones,MAILERLITE,,,,,,-$ 8.0,,,,
22 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 750.0,,,,
23 de abril de 2024,,GERSSON L2,STAPE,Sotware y suscripciones,STAPE,,,,,,-$ 11.0,,,,
23 de abril de 2024,,GERSSON L2,DEVZAPP,Sotware y suscripciones,DEVZAPP,,,,,,-$ 90.0,,,,
23 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 500.0,,,,
24 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 550.0,,,,
25 de abril de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 15.2,,,,
25 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
26 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
28 de abril de 2024,,GERSSON L2,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 20.9,,,,
30 de abril de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 17.8,,,,
30 de abril de 2024,,GERSSON L2,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 49.0,,,,
2 de mayo de 2024,,GERSSON L2,MANYCHAT,Sotware y suscripciones,MANYCHAT,,,,,,-$ 15.0,,,,
2 de mayo de 2024,,GERSSON L2,MANYCHAT,Sotware y suscripciones,MANYCHAT,,,,,,-$ 25.0,,,,
2 de mayo de 2024,,GERSSON L2,STREAMYARD,Sotware y suscripciones,STREAMYARD,,,,,,-$ 47.0,,,,
2 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
3 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 970.0,,,,
4 de mayo de 2024,,GERSSON L2,STAPE,Sotware y suscripciones,STAPE,,,,,,-$ 50.0,,,,
4 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 500.0,,,,
5 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
6 de mayo de 2024,,GERSSON L2,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 11.7,,,,
6 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 250.0,,,,
6 de mayo de 2024,,GERSSON L2,"ANGELICA, LORENA Y JORGE",Gastos de la Agencia,Nómina,,,,,,,,,-$ 980.0,
7 de mayo de 2024,,GERSSON L2,FB ADS,GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 172.0,,,,
16 de mayo de 2024,,AGENCIA X,RENOVACIONES CAMARA DE COMERCIO,Gastos de la Agencia,CONSTITUCIÓN EMPRESA,,,,,,,,,-$ 74.0,
19 de mayo de 2024,,AGENCIA X,CAPCUT,Sotware y suscripciones,CAPCUT,,,,,,-$ 2.6,,,,
20 de mayo de 2024,,AGENCIA X,GASTO NO IDENTIFICADO,Gastos de la Agencia,GASTO NO IDENTIFICADO,,,,,,-$ 8.8,,,,
21 de mayo de 2024,,GERSSON L2,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 32,082.0 "," $ 32,082.0 ",,,,
25 de mayo de 2024,,GERSSON L2,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 15.6,,,,
28 de mayo de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 21.3,,,,
31 de mayo de 2024,,AGENCIA X,DOMINIO AUTOMSCC,Gastos de la Agencia,DOMINIOS,,,,,,-$ 17.3,,,,
1 de junio de 2024,,GERSSON L2,MANYCHAT,Sotware y suscripciones,MANYCHAT,,,,,,-$ 40.0,,,,
4 de junio de 2024,,GERSSON L2,STAPE,Sotware y suscripciones,STAPE,,,,,,-$ 50.0,,,,
5 de junio de 2024,,GERSSON L2,STEVEN COLLAGUAZO,GASTOS DE LA AGENCIA,CAPACITACIONES,,,,,,,,,-$ 19.0,
9 de junio de 2024,,AGENCIA X,HOSTINGUER,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 11.6,,,,
